Hospital_ID,Hospital_Name,Date,Total_Beds,Occupied_Beds,Available_Beds,Total_Admissions,Total_Discharges,Emergency_Admissions,Outpatient_Visits
H002,CityCare Medical Center,2025-10-24,207,175,32,29,38.0,10.0,119.0
H006,Sunrise Community Hospital,2025-04-08,264,194,70,30,9.0,7.0,101.0
H006,Sunrise Community Hospital,2025-12-16,264,231,33,27,28.0,11.0,176.0
H007,Unity Wellness Hospital,2025-08-19,221,115,106,17,32.0,8.0,138.0
H006,Sunrise Community Hospital,2025-05-13,264,196,68,26,11.0,15.0,95.0
H001,MedCare General Hospital,2025-11-11,477,388,89,14,13.0,10.0,138.0
H005,PrimeCare Hospital,2025-01-07,275,269,6,30,35.0,18.0,129.0
H004,HealthFirst Medical Institute,2025-09-06,290,224,66,33,37.0,8.0,154.0
H006,Sunrise Community Hospital,2025-05-20,264,199,65,28,20.0,5.0,112.0
H002,CityCare Medical Center,2025-11-23,207,200,7,33,24.0,7.0,73.0
H005,PrimeCare Hospital,2025-03-23,275,188,87,37,18.0,8.0,84.0
H002,CityCare Medical Center,2025-09-05,207,156,51,22,19.0,8.0,59.0
H002,CityCare Medical Center,2025-03-01,207,202,5,31,21.0,8.0,120.0
H005,PrimeCare Hospital,2025-04-28,275,213,62,34,28.0,2.0,109.0
H002,CityCare Medical Center,2025-08-18,207,101,106,24,39.0,3.0,156.0
H007,Unity Wellness Hospital,2025-12-17,221,154,67,29,17.0,4.0,140.0
H004,HealthFirst Medical Institute,2025-10-25,290,247,43,26,21.0,10.0,127.0
H002,CityCare Medical Center,2025-09-15,207,120,87,22,14.0,7.0,135.0
H007,Unity Wellness Hospital,2025-12-09,221,148,73,24,21.0,5.0,105.0
H005,PrimeCare Hospital,2025-02-03,275,169,106,22,20.0,7.0,144.0
H005,PrimeCare Hospital,2025-09-10,275,184,91,30,25.0,12.0,25.0
H001,MedCare General Hospital,2025-08-16,477,398,79,34,28.0,4.0,
H006,Sunrise Community Hospital,2025-03-17,264,181,83,35,15.0,9.0,193.0
H004,HealthFirst Medical Institute,2025-03-16,290,189,101,48,16.0,5.0,97.0
H001,MedCare General Hospital,2025-04-19,477,391,86,15,35.0,11.0,21.0
H005,PrimeCare Hospital,2025-11-29,275,213,62,23,22.0,10.0,146.0
H001,MedCare General Hospital,2025-03-08,477,342,135,17,18.0,9.0,159.0
H004,HealthFirst Medical Institute,2025-11-19,290,135,155,26,24.0,1.0,154.0
H007,Unity Wellness Hospital,2025-05-06,221,167,54,20,33.0,10.0,91.0
H001,MedCare General Hospital,2025-01-25,477,388,89,17,12.0,14.0,143.0
H004,HealthFirst Medical Institute,2025-05-21,290,199,91,23,36.0,4.0,155.0
H006,Sunrise Community Hospital,2025-10-29,264,228,36,25,11.0,7.0,132.0
H001,MedCare General Hospital,2025-05-25,477,361,116,11,29.0,3.0,126.0
H002,CityCare Medical Center,2025-06-21,207,165,42,22,29.0,7.0,133.0
H003,LifeLine Hospital,2025-03-23,162,120,42,36,31.0,10.0,110.0
H006,Sunrise Community Hospital,2025-09-06,264,210,54,16,13.0,11.0,190.0
H005,PrimeCare Hospital,2025-02-07,275,177,98,34,26.0,10.0,152.0
H001,MedCare General Hospital,2025-03-27,477,421,56,17,32.0,11.0,49.0
H004,HealthFirst Medical Institute,2025-06-09,290,196,94,30,15.0,8.0,103.0
H006,Sunrise Community Hospital,2025-10-26,264,199,65,27,34.0,7.0,44.0
H006,Sunrise Community Hospital,2025-10-05,264,159,105,25,,8.0,126.0
H006,Sunrise Community Hospital,2025-04-03,264,140,124,28,7.0,11.0,151.0
H006,Sunrise Community Hospital,2025-02-27,264,188,76,17,20.0,11.0,71.0
H002,CityCare Medical Center,2025-04-30,207,175,32,34,23.0,8.0,58.0
H005,PrimeCare Hospital,2025-07-14,275,149,126,33,20.0,6.0,75.0
H007,Unity Wellness Hospital,2025-04-07,221,151,70,27,23.0,0.0,52.0
H007,Unity Wellness Hospital,2025-11-13,221,159,62,20,32.0,10.0,91.0
H003,LifeLine Hospital,2025-01-09,162,127,35,31,32.0,13.0,154.0
H007,Unity Wellness Hospital,2025-10-04,221,135,86,26,29.0,11.0,25.0
H007,Unity Wellness Hospital,2025-02-28,221,153,68,34,25.0,7.0,171.0
H007,Unity Wellness Hospital,2025-12-03,221,210,11,24,16.0,8.0,120.0
H006,Sunrise Community Hospital,2025-01-11,264,178,86,35,15.0,6.0,101.0
H001,MedCare General Hospital,2025-12-29,477,315,162,26,31.0,15.0,109.0
H003,LifeLine Hospital,2025-01-20,162,113,49,7,35.0,7.0,61.0
H006,Sunrise Community Hospital,2025-02-20,264,157,107,8,20.0,8.0,126.0
H005,PrimeCare Hospital,2025-07-06,275,198,77,10,19.0,0.0,162.0
H003,LifeLine Hospital,2025-10-24,162,125,37,31,27.0,10.0,56.0
H003,LifeLine Hospital,2025-10-28,162,158,4,18,19.0,11.0,85.0
H006,Sunrise Community Hospital,2025-05-24,264,155,109,35,13.0,6.0,102.0
H004,HealthFirst Medical Institute,2025-08-29,290,235,55,25,18.0,5.0,98.0
H006,Sunrise Community Hospital,2025-10-19,264,155,109,47,6.0,7.0,86.0
H007,Unity Wellness Hospital,2025-12-27,221,121,100,42,25.0,4.0,50.0
H002,CityCare Medical Center,2025-10-28,207,160,47,24,15.0,6.0,153.0
H001,MedCare General Hospital,2025-12-31,477,335,142,25,18.0,8.0,126.0
H007,Unity Wellness Hospital,2025-03-10,221,178,43,32,38.0,13.0,49.0
H004,HealthFirst Medical Institute,2025-05-25,290,203,87,13,21.0,7.0,105.0
H001,MedCare General Hospital,2025-03-19,477,352,125,27,31.0,16.0,96.0
H001,MedCare General Hospital,2025-01-28,477,432,45,18,30.0,7.0,70.0
H002,CityCare Medical Center,2025-04-19,207,187,20,20,15.0,2.0,169.0
H002,CityCare Medical Center,2025-06-10,207,127,80,36,20.0,11.0,100.0
H002,CityCare Medical Center,2025-12-27,207,125,82,18,11.0,12.0,94.0
H001,MedCare General Hospital,2025-02-25,477,369,108,26,24.0,6.0,104.0
H002,CityCare Medical Center,2025-10-01,207,138,69,30,19.0,18.0,58.0
H001,MedCare General Hospital,2025-10-30,477,278,199,23,9.0,6.0,116.0
H002,CityCare Medical Center,2025-12-20,207,175,32,29,12.0,18.0,170.0
H007,Unity Wellness Hospital,2025-02-11,221,188,33,21,29.0,8.0,192.0
H006,Sunrise Community Hospital,2025-05-27,264,208,56,18,28.0,7.0,202.0
H002,CityCare Medical Center,2025-09-17,207,137,70,20,21.0,10.0,114.0
H001,MedCare General Hospital,2025-01-08,477,273,204,26,13.0,1.0,127.0
H004,HealthFirst Medical Institute,2025-07-05,290,220,70,18,28.0,7.0,140.0
H003,LifeLine Hospital,2025-03-15,162,105,57,21,19.0,11.0,116.0
H003,LifeLine Hospital,2025-11-16,162,116,46,20,30.0,2.0,136.0
H001,MedCare General Hospital,2025-12-03,477,366,111,24,26.0,5.0,72.0
H005,PrimeCare Hospital,2025-05-17,275,167,108,20,39.0,8.0,129.0
H001,MedCare General Hospital,2025-02-17,477,379,98,8,18.0,8.0,154.0
H007,Unity Wellness Hospital,2025-01-22,221,139,82,18,19.0,6.0,152.0
H001,MedCare General Hospital,2025-04-17,477,379,98,11,14.0,8.0,93.0
H001,MedCare General Hospital,2025-12-16,477,357,120,32,25.0,11.0,160.0
H003,LifeLine Hospital,2025-12-16,162,132,30,26,8.0,11.0,132.0
H001,MedCare General Hospital,2025-08-27,477,349,128,14,26.0,6.0,56.0
H001,MedCare General Hospital,2025-08-02,477,279,198,14,20.0,13.0,133.0
H004,HealthFirst Medical Institute,2025-02-19,290,193,97,38,19.0,5.0,102.0
H006,Sunrise Community Hospital,2025-07-20,264,186,78,28,25.0,0.0,74.0
H006,Sunrise Community Hospital,2025-01-30,264,237,27,35,32.0,4.0,93.0
H003,LifeLine Hospital,2025-03-05,162,123,39,27,40.0,1.0,171.0
H004,HealthFirst Medical Institute,2025-01-02,290,277,13,28,24.0,9.0,24.0
H005,PrimeCare Hospital,2025-10-21,275,182,93,33,24.0,9.0,151.0
H006,Sunrise Community Hospital,2025-03-29,264,180,84,18,35.0,11.0,138.0
H006,Sunrise Community Hospital,2025-01-08,264,172,92,24,32.0,11.0,157.0
H007,Unity Wellness Hospital,2025-04-03,221,142,79,8,25.0,8.0,121.0
H001,MedCare General Hospital,2025-12-12,477,405,72,20,26.0,12.0,193.0
H002,CityCare Medical Center,2025-06-08,207,165,42,19,27.0,9.0,178.0
H001,MedCare General Hospital,2025-08-21,477,200,277,43,10.0,3.0,160.0
H002,CityCare Medical Center,2025-10-07,207,122,85,31,29.0,14.0,131.0
H006,Sunrise Community Hospital,2025-07-14,264,240,24,30,20.0,10.0,96.0
H007,Unity Wellness Hospital,2025-02-09,221,182,39,19,13.0,10.0,156.0
H004,HealthFirst Medical Institute,2025-11-30,290,101,189,28,10.0,9.0,132.0
H002,CityCare Medical Center,2025-06-18,207,115,92,31,28.0,4.0,145.0
H007,Unity Wellness Hospital,2025-02-10,221,157,64,21,4.0,4.0,78.0
H002,CityCare Medical Center,2025-08-27,207,174,33,12,20.0,0.0,142.0
H005,PrimeCare Hospital,2025-01-30,275,247,28,31,33.0,7.0,109.0
H006,Sunrise Community Hospital,2025-05-12,264,175,89,33,26.0,4.0,58.0
H004,HealthFirst Medical Institute,2025-11-28,290,206,84,23,24.0,11.0,104.0
H003,LifeLine Hospital,2025-12-11,162,92,70,15,23.0,4.0,137.0
H006,Sunrise Community Hospital,2025-10-02,264,181,83,13,33.0,9.0,125.0
H001,MedCare General Hospital,2025-03-02,477,295,182,20,28.0,11.0,119.0
H006,Sunrise Community Hospital,2025-08-06,264,180,84,28,23.0,11.0,43.0
H001,MedCare General Hospital,2025-04-03,477,455,22,25,25.0,6.0,115.0
H002,CityCare Medical Center,2025-10-29,207,171,36,12,28.0,12.0,175.0
H006,Sunrise Community Hospital,2025-09-05,264,192,72,19,14.0,9.0,82.0
H007,Unity Wellness Hospital,2025-04-28,221,196,25,37,29.0,9.0,174.0
H001,MedCare General Hospital,2025-10-08,477,283,194,29,29.0,13.0,159.0
H005,PrimeCare Hospital,2025-09-17,275,191,84,21,15.0,13.0,133.0
H005,PrimeCare Hospital,2025-12-22,275,248,27,22,15.0,4.0,52.0
H001,MedCare General Hospital,2025-12-26,477,300,177,22,32.0,5.0,120.0
H007,Unity Wellness Hospital,2025-03-03,221,175,46,3,20.0,3.0,77.0
H005,PrimeCare Hospital,2025-03-25,275,220,55,19,21.0,13.0,70.0
H004,HealthFirst Medical Institute,2025-10-30,290,189,101,13,23.0,13.0,117.0
H006,Sunrise Community Hospital,2025-03-14,264,231,33,23,20.0,13.0,130.0
H003,LifeLine Hospital,2025-04-28,162,93,69,36,35.0,7.0,116.0
H004,HealthFirst Medical Institute,2025-04-22,290,151,139,21,16.0,11.0,62.0
H007,Unity Wellness Hospital,2025-03-12,221,164,57,25,6.0,6.0,80.0
H003,LifeLine Hospital,2025-01-31,162,89,73,12,25.0,4.0,84.0
H001,MedCare General Hospital,2025-04-21,477,348,129,23,26.0,13.0,133.0
H005,PrimeCare Hospital,2025-11-12,275,187,88,22,28.0,4.0,94.0
H001,MedCare General Hospital,2025-02-12,477,376,101,34,29.0,12.0,107.0
H005,PrimeCare Hospital,2025-11-07,275,259,16,18,7.0,2.0,113.0
H001,MedCare General Hospital,2025-05-06,477,314,163,17,24.0,8.0,163.0
H001,MedCare General Hospital,2025-07-24,477,373,104,20,41.0,8.0,189.0
H005,PrimeCare Hospital,2025-01-14,275,223,52,38,13.0,7.0,99.0
H001,MedCare General Hospital,2025-02-22,477,290,187,24,15.0,0.0,109.0
H005,PrimeCare Hospital,2025-12-04,275,252,23,19,36.0,6.0,102.0
H002,CityCare Medical Center,2025-06-30,207,149,58,33,18.0,14.0,100.0
H001,MedCare General Hospital,2025-03-10,477,296,181,26,19.0,9.0,101.0
H006,Sunrise Community Hospital,2025-01-27,264,175,89,18,46.0,4.0,109.0
H006,Sunrise Community Hospital,2025-08-15,264,147,117,30,20.0,7.0,118.0
H007,Unity Wellness Hospital,2025-03-09,221,139,82,20,17.0,3.0,197.0
H006,Sunrise Community Hospital,2025-07-04,264,193,71,28,27.0,9.0,137.0
H004,HealthFirst Medical Institute,2025-11-26,290,193,97,18,23.0,7.0,173.0
H001,MedCare General Hospital,2025-07-03,477,359,118,29,20.0,9.0,127.0
H001,MedCare General Hospital,2025-05-18,477,384,93,23,29.0,7.0,137.0
H003,LifeLine Hospital,2025-06-19,162,149,13,18,6.0,13.0,72.0
H003,LifeLine Hospital,2025-03-08,162,143,19,38,15.0,21.0,129.0
H001,MedCare General Hospital,2025-05-13,477,310,167,20,19.0,8.0,91.0
H001,MedCare General Hospital,2025-03-22,477,252,225,20,24.0,9.0,101.0
H005,PrimeCare Hospital,2025-05-07,275,218,57,35,34.0,8.0,112.0
H007,Unity Wellness Hospital,2025-01-27,221,182,39,38,20.0,11.0,172.0
H003,LifeLine Hospital,2025-01-29,162,128,34,21,22.0,10.0,120.0
H002,CityCare Medical Center,2025-06-26,207,174,33,26,21.0,9.0,182.0
H003,LifeLine Hospital,2025-10-17,162,109,53,32,17.0,4.0,122.0
H006,Sunrise Community Hospital,2025-02-04,264,158,106,18,25.0,6.0,77.0
H003,LifeLine Hospital,2025-09-11,162,120,42,33,34.0,7.0,171.0
H007,Unity Wellness Hospital,2025-04-12,221,175,46,40,18.0,12.0,104.0
H001,MedCare General Hospital,2025-06-15,477,426,51,37,20.0,6.0,108.0
H001,MedCare General Hospital,2025-09-06,477,321,156,23,15.0,6.0,94.0
H004,HealthFirst Medical Institute,2025-08-25,290,272,18,14,23.0,14.0,131.0
H002,CityCare Medical Center,2025-03-23,207,132,75,31,31.0,1.0,71.0
H006,Sunrise Community Hospital,2025-02-14,264,184,80,27,28.0,11.0,106.0
H003,LifeLine Hospital,2025-05-09,162,126,36,21,22.0,3.0,168.0
H004,HealthFirst Medical Institute,2025-09-21,290,205,85,21,19.0,12.0,111.0
H006,Sunrise Community Hospital,2025-05-16,264,219,45,29,15.0,18.0,152.0
H001,MedCare General Hospital,2025-04-08,477,262,215,19,37.0,4.0,155.0
H006,Sunrise Community Hospital,2025-03-05,264,134,130,22,24.0,5.0,177.0
H003,LifeLine Hospital,2025-03-17,162,110,52,18,36.0,7.0,152.0
H003,LifeLine Hospital,2025-01-08,162,100,62,44,34.0,10.0,113.0
H006,Sunrise Community Hospital,2025-07-28,264,205,59,37,15.0,9.0,99.0
H007,Unity Wellness Hospital,2025-06-25,221,180,41,38,17.0,8.0,124.0
H006,Sunrise Community Hospital,2025-09-17,264,223,41,28,23.0,9.0,81.0
H001,MedCare General Hospital,2025-04-13,477,358,119,24,16.0,8.0,96.0
H002,CityCare Medical Center,2025-03-11,207,173,34,24,25.0,7.0,86.0
H001,MedCare General Hospital,2025-03-16,477,344,133,28,31.0,14.0,206.0
H002,CityCare Medical Center,2025-08-01,207,136,71,20,20.0,14.0,135.0
H006,Sunrise Community Hospital,2025-05-01,264,180,84,25,20.0,3.0,135.0
H006,Sunrise Community Hospital,2025-07-27,264,142,122,23,23.0,10.0,20.0
H004,HealthFirst Medical Institute,2025-05-16,290,274,16,17,17.0,5.0,148.0
H003,LifeLine Hospital,2025-07-08,162,104,58,26,6.0,11.0,119.0
H004,HealthFirst Medical Institute,2025-08-20,290,154,136,28,17.0,7.0,89.0
H007,Unity Wellness Hospital,2025-07-08,221,149,72,41,21.0,5.0,104.0
H007,Unity Wellness Hospital,2025-06-08,221,158,63,24,23.0,8.0,154.0
H007,Unity Wellness Hospital,2025-04-27,221,126,95,28,11.0,6.0,158.0
H006,Sunrise Community Hospital,2025-01-24,264,214,50,24,15.0,8.0,108.0
H003,LifeLine Hospital,2025-02-02,162,97,65,28,24.0,5.0,69.0
H006,Sunrise Community Hospital,2025-12-15,264,236,28,26,18.0,5.0,143.0
H003,LifeLine Hospital,2025-09-17,162,136,26,19,20.0,3.0,137.0
H002,CityCare Medical Center,2025-01-24,207,156,51,21,21.0,10.0,144.0
H001,MedCare General Hospital,2025-08-24,477,327,150,11,16.0,8.0,75.0
H007,Unity Wellness Hospital,2025-02-08,221,128,93,36,34.0,3.0,167.0
H001,MedCare General Hospital,2025-09-25,477,324,153,20,20.0,7.0,126.0
H004,HealthFirst Medical Institute,2025-08-23,290,271,19,29,32.0,5.0,128.0
H007,Unity Wellness Hospital,2025-09-10,221,122,99,24,33.0,0.0,168.0
H001,MedCare General Hospital,2025-04-28,477,357,120,21,30.0,5.0,85.0
H002,CityCare Medical Center,2025-03-14,207,187,20,13,20.0,7.0,143.0
H002,CityCare Medical Center,2025-11-05,207,197,10,20,27.0,9.0,125.0
H001,MedCare General Hospital,2025-09-07,477,273,204,25,25.0,5.0,57.0
H006,Sunrise Community Hospital,2025-12-29,264,156,108,30,4.0,7.0,146.0
H005,PrimeCare Hospital,2025-04-25,275,248,27,40,16.0,20.0,232.0
H007,Unity Wellness Hospital,2025-10-10,221,199,22,32,20.0,11.0,149.0
H001,MedCare General Hospital,2025-04-05,477,327,150,6,34.0,2.0,185.0
H007,Unity Wellness Hospital,2025-08-06,221,140,81,22,37.0,0.0,77.0
H001,MedCare General Hospital,2025-02-03,477,367,110,31,22.0,16.0,89.0
H007,Unity Wellness Hospital,2025-02-18,221,154,67,22,19.0,7.0,106.0
H007,Unity Wellness Hospital,2025-01-04,221,154,67,30,28.0,4.0,
H007,Unity Wellness Hospital,2025-06-06,221,131,90,44,22.0,12.0,89.0
H002,CityCare Medical Center,2025-03-25,207,151,56,29,11.0,16.0,184.0
H005,PrimeCare Hospital,2025-01-10,275,164,111,18,16.0,3.0,176.0
H005,PrimeCare Hospital,2025-12-02,275,167,108,27,29.0,8.0,111.0
H002,CityCare Medical Center,2025-12-18,207,201,6,35,14.0,16.0,122.0
H006,Sunrise Community Hospital,2025-08-07,264,159,105,32,33.0,0.0,140.0
H007,Unity Wellness Hospital,2025-10-26,221,166,55,19,12.0,6.0,85.0
H001,MedCare General Hospital,2025-01-01,477,371,106,23,36.0,11.0,110.0
H006,Sunrise Community Hospital,2025-03-18,264,221,43,24,20.0,11.0,153.0
H002,CityCare Medical Center,2025-04-02,207,106,101,19,16.0,13.0,101.0
H004,HealthFirst Medical Institute,2025-01-07,290,238,52,16,22.0,0.0,114.0
H004,HealthFirst Medical Institute,2025-01-14,290,267,23,38,22.0,13.0,105.0
H007,Unity Wellness Hospital,2025-08-21,221,172,49,31,28.0,7.0,106.0
H001,MedCare General Hospital,2025-03-24,477,384,93,16,34.0,2.0,133.0
H005,PrimeCare Hospital,2025-01-22,275,252,23,21,8.0,11.0,167.0
H006,Sunrise Community Hospital,2025-09-02,264,168,96,32,30.0,14.0,111.0
H002,CityCare Medical Center,2025-11-08,207,202,5,34,32.0,9.0,164.0
H005,PrimeCare Hospital,2025-05-09,275,132,143,27,27.0,3.0,136.0
H006,Sunrise Community Hospital,2025-12-27,264,155,109,18,15.0,6.0,111.0
H003,LifeLine Hospital,2025-11-13,162,151,11,29,21.0,4.0,132.0
H005,PrimeCare Hospital,2025-01-01,275,176,99,20,26.0,7.0,138.0
H003,LifeLine Hospital,2025-02-10,162,106,56,28,15.0,14.0,105.0
H006,Sunrise Community Hospital,2025-03-10,264,150,114,36,18.0,1.0,116.0
H005,PrimeCare Hospital,2025-07-28,275,200,75,24,13.0,19.0,40.0
H006,Sunrise Community Hospital,2025-03-03,264,217,47,18,18.0,7.0,181.0
H006,Sunrise Community Hospital,2025-05-22,264,157,107,18,21.0,7.0,206.0
H002,CityCare Medical Center,2025-04-21,207,185,22,22,20.0,3.0,130.0
H002,CityCare Medical Center,2025-06-02,207,133,74,14,17.0,8.0,117.0
H003,LifeLine Hospital,2025-04-03,162,138,24,18,11.0,15.0,185.0
H002,CityCare Medical Center,2025-02-09,207,150,57,27,13.0,14.0,0.0
H002,CityCare Medical Center,2025-01-20,207,99,108,30,25.0,4.0,202.0
H006,Sunrise Community Hospital,2025-09-10,264,185,79,15,38.0,7.0,143.0
H006,Sunrise Community Hospital,11/04/2025,264,234,30,26,10.0,12.0,147.0
H001,MedCare General Hospital,2025-04-15,477,247,230,29,28.0,6.0,89.0
H005,PrimeCare Hospital,2025-06-23,275,269,6,38,17.0,11.0,115.0
H007,Unity Wellness Hospital,2025-09-15,221,144,77,43,32.0,5.0,104.0
H002,CityCare Medical Center,2025-11-20,207,152,55,20,36.0,9.0,147.0
H003,LifeLine Hospital,2025-03-06,162,108,54,16,24.0,10.0,134.0
H003,LifeLine Hospital,2025-04-07,162,111,51,25,34.0,13.0,115.0
H006,Sunrise Community Hospital,2025-02-22,264,201,63,18,32.0,15.0,152.0
H004,HealthFirst Medical Institute,2025-05-26,290,189,101,16,38.0,16.0,73.0
H001,MedCare General Hospital,2025-03-04,477,330,147,33,30.0,12.0,172.0
H004,HealthFirst Medical Institute,2025-07-30,290,218,72,22,24.0,8.0,87.0
H003,LifeLine Hospital,2025-05-03,162,136,26,22,21.0,12.0,117.0
H007,Unity Wellness Hospital,2025-06-16,221,157,64,20,20.0,1.0,74.0
H001,MedCare General Hospital,2025-06-26,477,467,10,20,32.0,7.0,147.0
H004,HealthFirst Medical Institute,2025-06-17,290,202,88,34,28.0,4.0,164.0
H001,MedCare General Hospital,2025-08-12,477,364,113,44,25.0,8.0,162.0
H001,MedCare General Hospital,2025-05-26,477,332,145,25,19.0,10.0,88.0
H003,LifeLine Hospital,2025-12-25,162,104,58,19,19.0,5.0,150.0
H002,CityCare Medical Center,2025-01-09,207,107,100,33,15.0,13.0,103.0
H005,PrimeCare Hospital,2025-12-31,275,125,150,13,24.0,11.0,144.0
H006,Sunrise Community Hospital,2025-12-09,264,182,82,19,19.0,6.0,96.0
H004,HealthFirst Medical Institute,2025-02-17,290,211,79,16,27.0,12.0,135.0
H007,Unity Wellness Hospital,2025-09-23,221,186,35,23,26.0,10.0,71.0
H007,Unity Wellness Hospital,2025-02-02,221,136,85,32,20.0,9.0,115.0
H004,HealthFirst Medical Institute,2025-06-29,290,199,91,23,34.0,13.0,113.0
H004,HealthFirst Medical Institute,2025-06-20,290,159,131,20,35.0,11.0,124.0
H007,Unity Wellness Hospital,2025-04-14,221,155,66,22,22.0,9.0,124.0
H006,Sunrise Community Hospital,2025-08-14,264,172,92,32,17.0,11.0,121.0
H001,MedCare General Hospital,2025-01-10,477,302,175,21,26.0,13.0,49.0
H002,CityCare Medical Center,2025-03-26,207,151,56,17,22.0,3.0,156.0
H006,Sunrise Community Hospital,2025-04-30,264,179,85,26,24.0,9.0,89.0
H006,Sunrise Community Hospital,2025-01-14,264,160,104,10,26.0,10.0,79.0
H002,CityCare Medical Center,2025-12-10,207,157,50,36,15.0,12.0,175.0
H001,MedCare General Hospital,2025-09-13,477,351,126,43,25.0,10.0,107.0
H003,LifeLine Hospital,2025-06-02,162,103,59,24,4.0,4.0,128.0
H005,PrimeCare Hospital,2025-06-07,275,205,70,9,27.0,7.0,99.0
H002,CityCare Medical Center,2025-01-25,207,139,68,28,33.0,8.0,117.0
H004,HealthFirst Medical Institute,2025-07-01,290,280,10,13,22.0,6.0,137.0
H007,Unity Wellness Hospital,26-09-2025,221,146,75,14,36.0,13.0,159.0
H005,PrimeCare Hospital,2025-05-02,275,195,80,25,30.0,7.0,151.0
H003,LifeLine Hospital,2025-06-28,162,96,66,40,19.0,1.0,134.0
H003,LifeLine Hospital,2025-07-14,162,107,55,38,30.0,5.0,134.0
H003,LifeLine Hospital,2025-01-22,162,78,84,25,26.0,17.0,119.0
H006,Sunrise Community Hospital,2025-06-15,264,217,47,26,16.0,5.0,130.0
H002,CityCare Medical Center,2025-04-06,207,175,32,17,26.0,7.0,199.0
H005,PrimeCare Hospital,2025-10-15,275,176,99,26,35.0,8.0,60.0
H007,Unity Wellness Hospital,2025-06-05,221,140,81,29,19.0,14.0,141.0
H004,HealthFirst Medical Institute,2025-05-10,290,204,86,26,25.0,5.0,181.0
H004,HealthFirst Medical Institute,2025-03-15,290,221,69,15,7.0,3.0,148.0
H003,LifeLine Hospital,2025-08-17,162,111,51,21,26.0,8.0,113.0
H002,CityCare Medical Center,2025-05-17,207,128,79,48,13.0,13.0,67.0
H006,Sunrise Community Hospital,2025-05-02,264,149,115,34,14.0,14.0,174.0
H005,PrimeCare Hospital,2025-09-25,275,159,116,35,28.0,4.0,95.0
H003,LifeLine Hospital,2025-01-10,162,110,52,20,31.0,10.0,111.0
H001,MedCare General Hospital,2025-02-10,477,363,114,29,32.0,13.0,64.0
H003,LifeLine Hospital,2025-05-19,162,134,28,26,32.0,16.0,93.0
H003,LifeLine Hospital,2025-01-02,162,123,39,25,25.0,0.0,208.0
H002,CityCare Medical Center,2025-06-24,207,184,23,33,28.0,3.0,173.0
H004,HealthFirst Medical Institute,2025-04-17,290,237,53,22,33.0,2.0,86.0
H004,HealthFirst Medical Institute,2025-09-02,290,171,119,32,14.0,13.0,87.0
H002,CityCare Medical Center,2025-11-29,207,136,71,37,16.0,11.0,56.0
H005,PrimeCare Hospital,2025-07-31,275,229,46,24,19.0,5.0,96.0
H006,Sunrise Community Hospital,2025-11-17,264,167,97,21,5.0,3.0,75.0
H006,Sunrise Community Hospital,2025-11-06,264,214,50,24,16.0,5.0,60.0
H004,HealthFirst Medical Institute,2025-10-04,290,267,23,26,19.0,7.0,155.0
H004,HealthFirst Medical Institute,2025-02-20,290,166,124,7,25.0,7.0,117.0
H003,LifeLine Hospital,2025-10-29,162,116,46,26,22.0,20.0,74.0
H002,CityCare Medical Center,2025-01-08,207,145,62,31,10.0,12.0,172.0
H002,CityCare Medical Center,2025-10-30,207,115,92,14,28.0,8.0,191.0
H004,HealthFirst Medical Institute,2025-12-03,290,136,154,34,17.0,5.0,103.0
H007,Unity Wellness Hospital,2025-02-23,221,188,33,33,29.0,8.0,104.0
H001,MedCare General Hospital,2025-12-24,477,260,217,22,26.0,5.0,173.0
H003,LifeLine Hospital,2025-08-26,162,118,44,21,34.0,5.0,93.0
H003,LifeLine Hospital,2025-02-23,162,114,48,24,31.0,11.0,117.0
H003,LifeLine Hospital,2025-01-06,162,118,44,25,33.0,8.0,116.0
H004,HealthFirst Medical Institute,2025-09-16,290,223,67,42,37.0,10.0,94.0
H003,LifeLine Hospital,2025-11-02,162,151,11,14,23.0,1.0,120.0
H003,LifeLine Hospital,2025-08-29,162,65,97,45,25.0,11.0,167.0
H006,Sunrise Community Hospital,2025-06-01,264,191,73,23,27.0,4.0,141.0
H002,CityCare Medical Center,2025-04-16,207,175,32,29,13.0,11.0,168.0
H002,CityCare Medical Center,2025-10-18,207,182,25,34,24.0,9.0,142.0
H007,Unity Wellness Hospital,2025-08-15,221,192,29,25,23.0,5.0,87.0
H006,Sunrise Community Hospital,2025-03-26,264,186,78,30,18.0,11.0,37.0
H007,Unity Wellness Hospital,2025-07-23,221,160,61,25,27.0,15.0,11.0
H004,HealthFirst Medical Institute,2025-10-29,290,163,127,35,18.0,7.0,69.0
H005,PrimeCare Hospital,2025-03-18,275,215,60,18,36.0,8.0,159.0
H007,Unity Wellness Hospital,2025-06-13,221,178,43,23,24.0,4.0,76.0
H007,Unity Wellness Hospital,2025-02-21,221,157,64,28,27.0,6.0,187.0
H005,PrimeCare Hospital,2025-03-31,275,171,104,36,29.0,10.0,175.0
H004,HealthFirst Medical Institute,2025-08-22,290,170,120,39,18.0,5.0,80.0
H004,HealthFirst Medical Institute,2025-06-11,290,212,78,26,32.0,12.0,96.0
H007,Unity Wellness Hospital,2025-01-31,221,168,53,17,25.0,5.0,147.0
H004,HealthFirst Medical Institute,2025-11-27,290,141,149,25,25.0,11.0,172.0
H005,PrimeCare Hospital,2025-01-05,275,218,57,24,25.0,7.0,138.0
